+-----+-----------------------------------------------------------------------------------------------------+
|topic|topic_words                                                                                          |
|eruvim-merged.txt-079a-0037  |185  |185:77.2%, 121:16.8%, 131:4.9% |set, grass, aside, prohibition, negative, haystack, summer, rainy, animal, baraitot               |
|eruvim-merged.txt-079a-0038  |185  |185:69.4%, 121:22.6%, 131:6.7% |set, grass, aside, prohibition, negative, haystack, summer, rainy, animal, baraitot               |
|eruvim-merged.txt-079a-0039  |185  |185:70.5%, 137:18.0%, 177:6.6% |set, grass, aside, prohibition, negative, haystack, summer, rainy, animal, baraitot               |
|eruvim-merged.txt-079a-0040  |185  |185:71.4%, 137:17.8%, 177:9.7% |set, grass, aside, prohibition, negative, haystack, summer, rainy, animal, baraitot               |
|eruvim-merged.txt-079a-0041  |63   |63:29.7%, 185:21.6%, 131:19.4% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079a-0042  |131  |131:28.5%, 63:26.4%, 51:10.8%  |corpse, hay, impurity, nullified, grave, house, ritual, decided, leave, ditch                     |
|eruvim-merged.txt-079a-0043  |131  |131:29.3%, 63:23.2%, 69:9.8%   |corpse, hay, impurity, nullified, grave, house, ritual, decided, leave, ditch                     |
|eruvim-merged.txt-079a-0044  |63   |63:41.4%, 131:16.9%, 148:11.6% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079a-0045  |63   |63:62.0%, 131:10.9%, 69:9.8%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079a-0046  |63   |63:63.1%, 131:8.3%, 35:7.8%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079a-0047  |63   |63:35.0%, 131:17.7%, 147:16.4% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079a-0048  |63   |63:23.7%, 131:22.2%, 147:17.0% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079a-0049  |63   |63:34.3%, 147:18.3%, 131:14.5% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079a-0050  |63   |63:31.1%, 131:14.8%, 185:13.6% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079a-0051  |69   |69:28.6%, 63:21.1%, 132:18.4%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-079a-0052  |69   |69:31.3%, 185:20.6%, 48:18.0%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-079a-0053  |69   |69:32.1%, 48:18.9%, 185:16.9%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-079a-0054  |131  |131:27.8%, 157:23.9%, 132:15.5%|corpse, hay, impurity, nullified, grave, house, ritual, decided, leave, ditch                     |
|eruvim-merged.txt-079a-0055  |131  |131:36.3%, 157:24.6%, 69:20.4% |corpse, hay, impurity, nullified, grave, house, ritual, decided, leave, ditch                     |
|eruvim-merged.txt-079a-0056  |131  |131:32.1%, 69:23.5%, 157:19.3% |corpse, hay, impurity, nullified, grave, house, ritual, decided, leave, ditch                     |
|eruvim-merged.txt-079a-0057  |27   |27:23.1%, 157:21.4%, 131:17.2% |refutation, conclusive, divided, sadducee, ceiling, reach, board, mesifas, separate, partitions   |
|eruvim-merged.txt-079a-0058  |27   |27:30.5%, 157:24.9%, 121:10.5% |refutation, conclusive, divided, sadducee, ceiling, reach, board, mesifas, separate, partitions   |
|eruvim-merged.txt-079a-0059  |27   |27:24.7%, 157:20.8%, 69:16.7%  |refutation, conclusive, divided, sadducee, ceiling, reach, board, mesifas, separate, partitions   |
|eruvim-merged.txt-079a-0060  |69   |69:55.3%, 27:23.7%, 121:8.1%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-079a-0061  |69   |69:72.1%, 27:9.8%, 166:7.1%    |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-079a-0062  |69   |69:60.8%, 27:21.7%, 166:8.8%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-079b-0000  |69   |69:80.4%, 106:7.7%, 131:7.2%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-079b-0001  |69   |69:71.4%, 131:7.0%, 109:5.6%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-079b-0002  |69   |69:47.8%, 127:25.8%, 181:12.6% |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-079b-0003  |69   |69:46.7%, 127:19.1%, 18:17.9%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-079b-0004  |69   |69:57.2%, 127:24.4%, 131:7.3%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-079b-0005  |69   |69:66.1%, 131:15.0%, 157:11.0% |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-079b-0006  |69   |69:66.2%, 131:20.3%, 157:8.1%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-079b-0007  |63   |63:30.1%, 131:28.5%, 69:25.8%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079b-0008  |63   |63:51.6%, 131:26.2%, 69:5.6%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079b-0009  |63   |63:54.7%, 131:21.3%, 137:7.8%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079b-0010  |63   |63:71.7%, 35:9.6%, 131:8.4%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079b-0011  |63   |63:59.5%, 35:15.4%, 112:13.2%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079b-0012  |63   |63:51.6%, 35:14.5%, 136:10.5%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079b-0013  |136  |136:23.6%, 22:22.8%, 112:16.6% |beit, hillel, shammai, side, requires, post, posts, cross, beam, either                           |
|eruvim-merged.txt-079b-0014  |22   |22:26.1%, 136:19.4%, 127:16.1% |ruling, rabban, gamliel, concerning, rabbi, contradiction, sage, statement, wishes, accordance    |
|eruvim-merged.txt-079b-0015  |127  |127:27.6%, 22:26.0%, 165:20.9% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-079b-0016  |127  |127:36.0%, 63:18.5%, 165:15.6% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-079b-0017  |63   |63:47.1%, 127:16.8%, 76:8.1%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079b-0018  |63   |63:62.5%, 127:14.8%, 76:6.3%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079b-0019  |63   |63:85.5%, 35:5.6%, 190:4.6%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079b-0020  |63   |63:76.0%, 131:5.8%, 18:5.3%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079b-0021  |63   |63:47.4%, 131:16.6%, 147:9.4%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079b-0022  |131  |131:20.2%, 157:15.6%, 63:14.8% |corpse, hay, impurity, nullified, grave, house, ritual, decided, leave, ditch                     |
|eruvim-merged.txt-079b-0023  |126  |126:23.9%, 80:15.6%, 157:12.2% |teruma, produce, tithe, demai, tithes, feed, redeemed, priest, drink, poor                        |
|eruvim-merged.txt-079b-0024  |63   |63:45.9%, 137:13.5%, 22:11.5%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079b-0025  |63   |63:49.7%, 80:25.0%, 137:10.2%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-079b-0026  |80   |80:48.8%, 63:28.4%, 154:11.9%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-079b-0027  |80   |80:71.8%, 154:13.8%, 63:12.1%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-079b-0028  |80   |80:65.0%, 37:17.7%, 154:16.7%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-079b-0029  |80   |80:71.6%, 37:18.2%, 154:9.5%   |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-079b-0030  |80   |80:63.7%, 37:21.0%, 79:6.4%    |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-079b-0031  |80   |80:46.5%, 79:27.2%, 37:13.0%   |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-079b-0032  |79   |79:86.0%, 127:8.0%, 37:2.8%    |fifty, scroll, long, action, perform, rabbinic, neither, cubits, decree, transgress               |
|eruvim-merged.txt-079b-0033  |79   |79:86.3%, 137:5.2%, 130:3.1%   |fifty, scroll, long, action, perform, rabbinic, neither, cubits, decree, transgress               |
|eruvim-merged.txt-079b-0034  |79   |79:73.5%, 130:9.3%, 137:8.1%   |fifty, scroll, long, action, perform, rabbinic, neither, cubits, decree, transgress               |
|eruvim-merged.txt-079b-0035  |79   |79:32.8%, 137:21.9%, 130:21.5% |fifty, scroll, long, action, perform, rabbinic, neither, cubits, decree, transgress               |
|eruvim-merged.txt-079b-0036  |130  |130:26.6%, 185:22.3%, 137:22.2%|portico, bow, hour, knot, string, fire, hours, tie, roof, tying                                   |
|eruvim-merged.txt-079b-0037  |185  |185:36.6%, 130:22.9%, 137:20.5%|set, grass, aside, prohibition, negative, haystack, summer, rainy, animal, baraitot               |
|eruvim-merged.txt-079b-0038  |185  |185:29.2%, 130:24.3%, 177:20.8%|set, grass, aside, prohibition, negative, haystack, summer, rainy, animal, baraitot               |
|eruvim-merged.txt-079b-0039  |45   |45:41.1%, 185:28.0%, 104:13.9% |sanctuary, derived, temple, doorway, entrance, hall, altar, inlet, structure, ramp                |
|eruvim-merged.txt-079b-0040  |79   |79:34.3%, 45:20.6%, 127:13.7%  |fifty, scroll, long, action, perform, rabbinic, neither, cubits, decree, transgress               |
|eruvim-merged.txt-079b-0041  |79   |79:26.8%, 45:26.3%, 37:15.8%   |fifty, scroll, long, action, perform, rabbinic, neither, cubits, decree, transgress               |
|eruvim-merged.txt-079b-0042  |79   |79:23.2%, 37:22.2%, 190:15.3%  |fifty, scroll, long, action, perform, rabbinic, neither, cubits, decree, transgress               |
|eruvim-merged.txt-079b-0043  |37   |37:89.8%, 190:6.1%, 63:0.0%    |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-080a-0000  |16   |16:28.3%, 169:27.7%, 45:17.4%  |loaf, reeds, shall, forbidden, prepare, crops, half, vertical, valley, horizontal                 |
|eruvim-merged.txt-080a-0001  |16   |16:29.3%, 165:21.0%, 126:12.5% |loaf, reeds, shall, forbidden, prepare, crops, half, vertical, valley, horizontal                 |
|eruvim-merged.txt-080a-0002  |165  |165:29.7%, 79:18.3%, 16:12.7%  |kav, rabbi, ya, ben, figs, akov, yosef, rav, according, said                                      |
|eruvim-merged.txt-080a-0003  |165  |165:18.4%, 79:16.2%, 127:14.8% |kav, rabbi, ya, ben, figs, akov, yosef, rav, according, said                                      |
|eruvim-merged.txt-080a-0004  |88   |88:29.8%, 127:24.4%, 165:18.8% |cave, ananya, akavya, life, hole, four, ben, put, balcony, constitute                             |
|eruvim-merged.txt-080a-0005  |80   |80:35.3%, 165:18.7%, 172:16.5% |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0006  |80   |80:25.3%, 127:22.9%, 165:19.9% |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0007  |80   |80:42.5%, 43:19.0%, 37:14.2%   |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0008  |80   |80:33.8%, 43:23.6%, 127:16.9%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0009  |80   |80:34.7%, 175:28.3%, 43:16.7%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0010  |127  |127:37.8%, 175:22.1%, 199:15.7%|alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080a-0011  |127  |127:38.8%, 80:36.9%, 175:11.4% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080a-0012  |80   |80:46.7%, 127:42.7%, 37:5.2%   |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0013  |80   |80:84.7%, 127:11.6%, 178:2.7%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0014  |80   |80:82.9%, 127:10.6%, 165:3.2%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0015  |80   |80:85.9%, 127:7.1%, 132:6.4%   |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0016  |80   |80:80.7%, 127:8.0%, 132:6.9%   |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0017  |80   |80:77.6%, 132:8.0%, 127:6.5%   |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0018  |80   |80:70.8%, 63:9.0%, 1:7.1%      |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0019  |80   |80:76.5%, 1:15.5%, 43:6.8%     |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0020  |80   |80:99.5%, 63:0.0%, 157:0.0%    |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0021  |80   |80:79.1%, 165:14.4%, 191:4.4%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0022  |80   |80:79.1%, 165:14.4%, 191:4.4%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0023  |165  |165:39.2%, 100:22.1%, 154:10.0%|kav, rabbi, ya, ben, figs, akov, yosef, rav, according, said                                      |
|eruvim-merged.txt-080a-0024  |80   |80:73.0%, 165:11.0%, 100:10.3% |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0025  |80   |80:70.3%, 165:12.8%, 100:9.2%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0026  |80   |80:84.8%, 165:6.5%, 127:6.1%   |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0027  |80   |80:68.2%, 127:16.2%, 154:9.0%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0028  |80   |80:60.5%, 127:22.5%, 154:9.8%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0029  |80   |80:60.5%, 127:16.2%, 154:13.5% |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0030  |127  |127:46.1%, 80:23.2%, 19:15.0%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080a-0031  |80   |80:44.8%, 22:21.9%, 31:18.4%   |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0032  |80   |80:29.1%, 22:24.3%, 31:20.2%   |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0033  |80   |80:19.8%, 31:18.2%, 63:15.4%   |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0034  |106  |106:39.5%, 63:32.1%, 98:10.6%  |rent, rental, peruta, gentile, tenant, value, lakish, reish, landlord, renting                    |
|eruvim-merged.txt-080a-0035  |106  |106:39.2%, 22:28.3%, 104:11.7% |rent, rental, peruta, gentile, tenant, value, lakish, reish, landlord, renting                    |
|eruvim-merged.txt-080a-0036  |106  |106:31.0%, 22:28.0%, 181:15.1% |rent, rental, peruta, gentile, tenant, value, lakish, reish, landlord, renting                    |
|eruvim-merged.txt-080a-0037  |106  |106:26.1%, 22:24.9%, 181:18.3% |rent, rental, peruta, gentile, tenant, value, lakish, reish, landlord, renting                    |
|eruvim-merged.txt-080a-0038  |181  |181:22.7%, 154:20.2%, 63:19.4% |knowledge, torah, study, endure, created, proverbs, written, eve, meaning, genesis                |
|eruvim-merged.txt-080a-0039  |63   |63:34.8%, 106:30.5%, 154:9.1%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-080a-0040  |106  |106:34.0%, 63:29.4%, 154:12.4% |rent, rental, peruta, gentile, tenant, value, lakish, reish, landlord, renting                    |
|eruvim-merged.txt-080a-0041  |63   |63:32.3%, 106:23.6%, 64:12.9%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-080a-0042  |154  |154:20.2%, 63:18.1%, 106:17.5% |master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-080a-0043  |63   |63:24.9%, 172:20.4%, 104:14.5% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-080a-0044  |63   |63:27.1%, 104:18.9%, 127:16.7% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-080a-0045  |63   |63:38.0%, 104:23.9%, 172:12.9% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-080a-0046  |63   |63:53.5%, 104:14.2%, 154:11.1% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-080a-0047  |63   |63:33.8%, 154:18.8%, 22:18.2%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-080a-0048  |127  |127:53.5%, 63:20.2%, 22:15.0%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080a-0049  |127  |127:89.7%, 22:5.5%, 121:2.1%   |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080a-0050  |127  |127:75.6%, 172:19.3%, 37:4.3%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080a-0051  |127  |127:37.3%, 172:29.3%, 121:16.6%|alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080a-0052  |172  |172:59.2%, 121:30.3%, 154:9.0% |ledge, merging, extend, alleyway, gatehouse, draw, sound, water, erect, protrudes                 |
|eruvim-merged.txt-080a-0053  |172  |172:33.5%, 48:23.8%, 121:21.8% |ledge, merging, extend, alleyway, gatehouse, draw, sound, water, erect, protrudes                 |
|eruvim-merged.txt-080a-0054  |172  |172:24.2%, 80:19.5%, 48:16.4%  |ledge, merging, extend, alleyway, gatehouse, draw, sound, water, erect, protrudes                 |
|eruvim-merged.txt-080a-0055  |80   |80:25.5%, 172:21.6%, 48:19.9%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080a-0056  |178  |178:32.7%, 80:31.5%, 22:24.8%  |ha, retroactive, designation, aretz, agent, aver, fulfills, agency, presumption, accept           |
|eruvim-merged.txt-080b-0000  |64   |64:35.1%, 157:28.3%, 57:11.2%  |gentiles, sake, evil, forcibly, absence, makes, mar, mattana, took, completes                     |
|eruvim-merged.txt-080b-0001  |157  |157:21.9%, 127:21.3%, 172:14.3%|domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-080b-0002  |127  |127:21.1%, 157:14.9%, 64:13.7% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080b-0003  |127  |127:58.7%, 27:18.2%, 104:10.9% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080b-0004  |70   |70:20.1%, 172:18.0%, 127:11.6% |day, eiruv, second, direction, eve, feet, festival, jug, first, fleece                            |
|eruvim-merged.txt-080b-0005  |172  |172:34.8%, 79:27.7%, 70:23.8%  |ledge, merging, extend, alleyway, gatehouse, draw, sound, water, erect, protrudes                 |
|eruvim-merged.txt-080b-0006  |127  |127:36.6%, 172:26.1%, 70:18.2% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080b-0007  |127  |127:37.2%, 48:24.6%, 172:11.0% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080b-0008  |48   |48:33.1%, 127:28.9%, 165:27.3% |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-080b-0009  |48   |48:48.0%, 165:35.4%, 137:12.7% |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-080b-0010  |165  |165:36.9%, 137:32.4%, 48:25.3% |kav, rabbi, ya, ben, figs, akov, yosef, rav, according, said                                      |
|eruvim-merged.txt-080b-0011  |165  |165:34.3%, 137:30.1%, 48:24.4% |kav, rabbi, ya, ben, figs, akov, yosef, rav, according, said                                      |
|eruvim-merged.txt-080b-0012  |165  |165:40.8%, 48:34.2%, 137:12.5% |kav, rabbi, ya, ben, figs, akov, yosef, rav, according, said                                      |
|eruvim-merged.txt-080b-0013  |48   |48:53.0%, 165:37.4%, 106:8.9%  |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-080b-0014  |48   |48:52.5%, 165:41.3%, 106:5.5%  |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-080b-0015  |48   |48:58.4%, 165:35.3%, 199:2.9%  |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-080b-0016  |48   |48:40.0%, 165:28.4%, 28:22.5%  |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-080b-0017  |80   |80:25.1%, 48:24.6%, 28:9.6%    |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0018  |80   |80:43.1%, 127:15.7%, 48:13.4%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0019  |80   |80:38.7%, 57:27.1%, 127:18.6%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0020  |57   |57:43.6%, 80:31.5%, 127:22.6%  |ak, yitz, meals, mouth, fig, food, spittle, eighteen, measure, dried                              |
|eruvim-merged.txt-080b-0021  |57   |57:72.3%, 127:11.8%, 80:7.0%   |ak, yitz, meals, mouth, fig, food, spittle, eighteen, measure, dried                              |
|eruvim-merged.txt-080b-0022  |63   |63:36.4%, 22:25.9%, 150:17.2%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-080b-0023  |80   |80:75.4%, 150:11.4%, 81:11.0%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0024  |127  |127:33.3%, 63:26.9%, 80:18.2%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080b-0025  |127  |127:35.1%, 63:28.4%, 80:20.0%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080b-0026  |63   |63:24.7%, 127:19.3%, 68:16.3%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-080b-0027  |80   |80:32.6%, 72:11.6%, 69:9.1%    |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0028  |80   |80:39.6%, 127:18.7%, 193:9.9%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0029  |80   |80:56.3%, 127:17.0%, 193:10.0% |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0030  |80   |80:52.1%, 127:21.5%, 104:6.3%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0031  |80   |80:77.2%, 127:20.5%, 63:0.0%   |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0032  |80   |80:47.1%, 127:36.3%, 47:14.7%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0033  |80   |80:53.3%, 127:35.4%, 190:5.6%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0034  |80   |80:51.1%, 127:35.7%, 190:6.3%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0035  |80   |80:46.6%, 127:46.4%, 190:5.7%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0036  |127  |127:54.3%, 80:28.1%, 112:11.4% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-080b-0037  |80   |80:38.8%, 127:26.7%, 19:17.9%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0038  |80   |80:43.5%, 22:23.4%, 109:10.4%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0039  |80   |80:30.1%, 22:25.8%, 19:17.8%   |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0040  |80   |80:47.7%, 22:14.8%, 190:13.3%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0041  |80   |80:59.8%, 127:19.9%, 109:7.4%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
|eruvim-merged.txt-080b-0042  |80   |80:57.3%, 127:30.6%, 184:4.5%  |food, half, joining, confer, possession, eiruv, behalf, law, boundaries, others                   |
